Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	5c70e1c6-19e4-48a5-967a-57d2a5f3f9a7
Plate Name	490423695
Measurement	Measurement 3
Evaluation	Evaluation1

[Data]
Row	Column	Plane	Timepoint	All Cells - Number of Objects	All Cells - Non border cells - Mean per Well	Non border cells - Number of Objects	Non border cells - Total Spot Area - Mean per Well	Non border cells - Relative Spot Intensity - Mean per Well	Non border cells - Number of Spots - Mean per Well	Non border cells - Number of Spots per Area of Cell - Mean per Well	Spots Substrate - Number of Objects	Spots Substrate - Relative Spot Intensity - Mean per Well	Spots Substrate - Corrected Spot Intensity - Mean per Well	Spots Substrate - Uncorrected Spot Peak Intensity - Mean per Well	Spots Substrate - Spot Contrast - Mean per Well	Spots Substrate - Spot Background Intensity - Mean per Well	Spots Substrate - Spot Area [px²] - Mean per Well	Spots Substrate - Region Intensity - Mean per Well	Spots Substrate - Spot to Region Intensity - Mean per Well	Spots Substrate - Corrected Spot Intensity - StdDev per Well	Number of Analyzed Fields	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Concentration	Cell Type	Cell Count	
3	7	1	1	2173	0.93741371376	2037	684.224840452	0.561850861102	7.64899361807	0.00244520230898	15581	0.604561521691	1495.54625886	2627.50645016	0.529721041062	246.539810282	89.4529234324	1131.08260226	1.6460947579	4713.40924415	25	0	0	InLimits	37	InLimits	5					
4	7	1	1	2096	0.926526717557	1942	702.977342945	0.550794761322	7.58908341916	0.00226208060134	14738	0.606568970911	1509.45772556	2638.62050482	0.531651992363	243.165575253	92.6300719229	1071.24790675	1.77930074018	4782.43923572	25	0	0	InLimits	37	InLimits	5					
5	7	1	1	2366	0.92899408284	2198	727.63921747	0.566081519454	8.3457688808	0.00246493737238	18344	0.615148617784	1728.63705201	2987.66599433	0.543126546951	252.7626475	87.1866005233	1235.58048176	1.73408084099	5362.28629408	25	0	0	InLimits	37	InLimits	5					
6	7	1	1	2191	0.925604746691	2028	781.517751479	0.544786650013	9.37376725838	0.00258926178286	19010	0.60667088083	1530.00900039	2634.3972646	0.53317783556	246.119791908	83.3728563914	1105.79610539	1.78574547652	5206.35000441	25	0	0	InLimits	37	InLimits	5					
7	7	1	1	2457	0.930402930403	2286	715.007874016	0.554148851534	8.45231846019	0.00249943826688	19322	0.614347723812	1593.180906	2778.55154746	0.542569646812	254.720539593	84.5931063037	1132.95586074	1.76425427169	4979.08374405	25	0	0	InLimits	37	InLimits	5					
8	7	1	1	2420	0.930165289256	2251	713.473567303	0.533779433309	8.87027987561	0.00251151553156	19967	0.616720050043	1578.57737573	2762.53117644	0.544888346045	250.781502652	80.4341663745	1068.4034943	1.87743882613	4908.7472012	25	0	0	InLimits	37	InLimits	5					
9	7	1	1	2352	0.920068027211	2164	778.152957486	0.566041996374	9.12707948244	0.00242775384648	19751	0.599772307645	1539.68365805	2676.04450408	0.524517621659	249.345709797	85.2576072098	1126.83536066	1.70965393388	5049.26505481	25	0	0	InLimits	37	InLimits	5					
10	7	1	1	2340	0.918376068376	2149	716.336435551	0.538307601342	8.1949744067	0.0023227477173	17611	0.609641774904	1507.17518648	2612.87876895	0.536335227759	242.370157034	87.4116745216	1080.18857263	1.79464763489	4980.2268609	25	0	0	InLimits	37	InLimits	5					
11	7	1	1	2202	0.931880108992	2052	718.002923977	0.557467918991	7.91325536062	0.00230148328123	16238	0.606953819187	1554.81102468	2714.37861806	0.532163744185	249.416018571	90.7342037197	1117.85224169	1.74897857036	4960.48248946	25	0	0	InLimits	37	InLimits	5					
12	7	1	1	2129	0.910286519493	1938	736.350877193	0.545716976286	8.22600619195	0.00228882677184	15942	0.599870972413	1333.12608613	2350.8325806	0.522825687663	238.281935031	89.5149918454	962.954101332	1.72595397912	4406.99907292	25	0	0	InLimits	37	InLimits	5					
13	7	1	1	2085	0.90551558753	1888	712.897775424	0.554830344117	7.44703389831	0.00215034054235	14060	0.612948814724	1595.64782822	2797.84445235	0.539509595538	254.385367963	95.7290896159	1101.26491539	1.81016647536	4752.41991372	25	0	0	InLimits	37	InLimits	5					
14	7	1	1	2164	0.911275415896	1972	728.174442191	0.547165106277	8.18002028398	0.00228078772034	16131	0.60701957083	1418.43255662	2503.65172649	0.531255069435	244.772209775	89.0186597235	1044.16189405	1.76261728663	4444.49184579	25	0	0	InLimits	37	InLimits	5					
15	7	1	1	2110	0.920379146919	1942	707.889289392	0.486343827296	8.67919670443	0.00238374828324	16855	0.616240693641	1488.3691353	2611.92773658	0.543452415577	243.802382237	81.5616137645	911.988702996	2.08052928588	4802.40761831	25	0	0	InLimits	37	InLimits	5					
15	8	1	1	1929	0.911871435977	1759	672.057418988	0.502590988071	8.04263786242	0.00243664112723	14147	0.624379683829	1578.19832741	2739.23884923	0.552907835904	241.862089554	83.5618152258	983.940030785	2.03701349913	5034.23206684	25	0	0	InLimits	37	InLimits	5					
14	8	1	1	1832	0.91211790393	1671	708.985637343	0.548020577378	7.73070017953	0.00215678182125	12918	0.608276253786	1513.78979836	2671.97491872	0.53423388348	247.073100896	91.7104040873	1122.68700029	1.75401385277	4585.20957538	25	0	0	InLimits	37	InLimits	5					
13	8	1	1	2261	0.912870411322	2064	738.13129845	0.557559959189	9.8265503876	0.00273941264799	20282	0.611323032485	1647.33357189	2867.61971206	0.538516363507	250.502419418	75.1160141998	1132.09266432	1.85024960313	5116.7633883	25	0	0	InLimits	37	InLimits	5					
12	8	1	1	2325	0.91311827957	2123	716.828073481	0.530783717583	8.4550164861	0.0023306920903	17950	0.608389602265	1484.88424611	2589.79626741	0.534089543286	244.875842219	84.7813927577	1050.63168561	1.79846034367	4821.07543079	25	0	0	InLimits	37	InLimits	5					
11	8	1	1	2472	0.910194174757	2250	748.489777778	0.548369307537	9.14711111111	0.00244483374501	20581	0.598707358866	1444.79991526	2519.74180069	0.52269946045	246.864975602	81.827996696	1065.28582146	1.74497663714	4842.42951156	25	0	0	InLimits	37	InLimits	5					
10	8	1	1	2116	0.921077504726	1949	718.534633145	0.530630444452	8.93894304772	0.00242365244383	17422	0.598902975366	1352.07214968	2385.59315808	0.523695247503	243.417176429	80.3825048789	1028.36621193	1.74160370382	4495.25974822	25	0	0	InLimits	37	InLimits	5					
9	8	1	1	2301	0.930465015211	2141	714.11816908	0.554355740108	8.71602055114	0.00249135772272	18661	0.601617328465	1446.85959575	2531.06146509	0.526853206332	247.569573857	81.9316756873	1150.61499012	1.65200384662	4728.49952511	25	0	0	InLimits	37	InLimits	5					
8	8	1	1	1965	0.939949109415	1847	678.402815376	0.543470033107	8.14564158094	0.0024410105295	15045	0.607236494644	1460.78586715	2572.24134264	0.533990999744	248.26581031	83.2841475573	1078.8489625	1.68964926429	4660.68076552	25	0	0	InLimits	37	InLimits	5					
7	8	1	1	2085	0.931414868106	1942	669.211637487	0.548666303445	7.36251287333	0.00229307529466	14298	0.608537262959	1484.62974116	2622.81451951	0.535395906288	249.284928532	90.8944607637	1115.7494014	1.6914368168	4542.11046759	25	0	0	InLimits	37	InLimits	5					
6	8	1	1	2450	0.924489795918	2265	779.524503311	0.545975639129	9.90772626932	0.00271007827194	22441	0.608220830021	1578.57875509	2745.30444276	0.535927223905	256.193007709	78.6784457021	1174.08455084	1.69336137073	5140.5084628	25	0	0	InLimits	37	InLimits	5					
5	8	1	1	2586	0.924593967517	2391	745.421999164	0.546250534754	8.22375575073	0.00241221544424	19663	0.602896782145	1499.90762305	2613.7079286	0.528229445756	250.949116101	90.6425265728	1085.69747853	1.72396099025	4964.8430175	25	0	0	InLimits	37	InLimits	5					
4	8	1	1	2241	0.924141008478	2071	734.067600193	0.535820834237	8.0796716562	0.00236903111227	16733	0.605817063769	1524.35943258	2643.42903245	0.531059693052	248.916328784	90.8536425028	1135.10925342	1.70631430585	5023.43688915	25	0	0	InLimits	37	InLimits	5					
3	8	1	1	2376	0.927188552189	2203	721.243304585	0.541008235463	9.00771674989	0.00262695275903	19844	0.607855521208	1480.18845226	2592.43685749	0.535157726001	244.7882279	80.0694920379	1049.25071079	1.7765762299	4926.44121925	25	0	0	InLimits	37	InLimits	5					
2	8	1	1	2614	0.927314460597	2424	683.224422442	0.498382400263	8.16501650165	0.00264695196334	19792	0.615497789436	1471.07131094	2565.12358529	0.544284423469	240.783163631	83.6770412288	918.856106674	1.97485624925	4991.07434618	25	0	0	InLimits	37	InLimits	5					
2	9	1	1	2536	0.929022082019	2356	739.834040747	0.506037244572	9.25509337861	0.00271944414633	21805	0.609706486555	1514.36447712	2607.31052511	0.536396991293	242.250704046	79.9380417335	979.888536973	1.95978097298	5304.38763857	25	0	0	InLimits	37	InLimits	5					
3	9	1	1	2370	0.913924050633	2166	759.742382271	0.550681226929	9.01662049861	0.00262432561798	19530	0.606050030393	1517.64442338	2634.93154122	0.532367089995	251.438546395	84.2602150538	1174.43353536	1.64420652695	5043.24136429	25	0	0	InLimits	37	InLimits	5					
4	9	1	1	2103	0.923918212078	1943	723.568708183	0.545891735253	8.6525990736	0.0025649290644	16812	0.610685869599	1609.71269993	2768.43397573	0.538383658796	253.877458823	83.6244349274	1173.28831214	1.74103891429	5296.34560188	25	0	0	InLimits	37	InLimits	5					
5	9	1	1	2336	0.922517123288	2155	763.613921114	0.532866203567	9.39303944316	0.00257038309908	20242	0.612299128129	1540.5552977	2675.23920561	0.540085468528	248.961510293	81.2957217666	1052.07147312	1.8292334736	5065.49682312	25	0	0	InLimits	37	InLimits	5					
6	9	1	1	2173	0.922227335481	2004	744.968063872	0.560862603034	9.41317365269	0.00266973275952	18864	0.591604510319	1400.78507488	2463.94412638	0.515298260524	251.814359122	79.1410093299	1113.27484871	1.58820589334	4631.72054227	25	0	0	InLimits	37	InLimits	5					
7	9	1	1	2506	0.926177174781	2321	737.747953468	0.56568535839	9.4722102542	0.0028613728285	21985	0.609237757639	1588.02874514	2745.25562884	0.536846794025	253.58968766	77.8855128497	1223.50015386	1.64952348225	5265.53679182	25	0	0	InLimits	37	InLimits	5					
8	9	1	1	2182	0.926214482126	2021	709.227115289	0.534434882391	9.0672934191	0.0025605267542	18325	0.600946186923	1458.93729716	2550.50843111	0.525319761732	242.335147374	78.2181718963	1011.36979652	1.76153440703	4853.44576185	25	0	0	InLimits	37	InLimits	5					
9	9	1	1	2248	0.924822064057	2079	819.727272727	0.574775091915	10.2510822511	0.00262164686375	21312	0.591514648148	1415.95533108	2495.53350225	0.516248037726	253.640355369	79.9649493243	1183.82999424	1.5842925856	4630.38531726	25	0	0	InLimits	37	InLimits	5					
10	9	1	1	2378	0.917577796468	2182	716.101741522	0.541370601401	8.71631530706	0.00250363738122	19019	0.593660813769	1328.97736078	2364.70277091	0.5176721805	245.686898886	82.1564751038	1014.11252542	1.71256850227	4327.76836073	25	0	0	InLimits	37	InLimits	5					
11	9	1	1	2390	0.920083682008	2199	764.994542974	0.553505040917	9.50432014552	0.00260273220357	20900	0.605387319066	1522.97786263	2664.97966507	0.532314313191	253.235400903	80.489138756	1185.02491602	1.65708121305	4925.64429605	25	0	0	InLimits	37	InLimits	5					
12	9	1	1	2212	0.917721518987	2030	709.669458128	0.533047271127	8.9921182266	0.00252701454434	18254	0.606231391403	1409.52568484	2468.15114495	0.531200153823	239.549964184	78.9212775282	1024.45484191	1.7591444938	4649.25029616	25	0	0	InLimits	37	InLimits	5					
13	9	1	1	2307	0.915908105765	2113	750.877425461	0.527576633915	9.27449124468	0.00239454894407	19597	0.598595106295	1298.60164036	2285.61596163	0.521588962639	241.362710502	80.9615757514	925.303075133	1.78090672611	4434.84829684	25	0	0	InLimits	37	InLimits	5					
14	9	1	1	2078	0.923484119346	1919	701.465346535	0.525768596033	8.37727983325	0.00231918886067	16076	0.598387315844	1416.09319788	2505.43829311	0.522876839053	250.770291188	83.7342622543	990.476494013	1.80289759801	4530.56045247	25	0	0	InLimits	37	InLimits	5					
15	9	1	1	2284	0.906304728546	2070	717.4647343	0.4819397851	8.90821256039	0.00249050390744	18440	0.609512440162	1473.62900494	2548.56773319	0.535054275757	244.629875088	80.5396963124	902.939343961	2.05779950738	5116.20252595	25	0	0	InLimits	37	InLimits	5					
15	10	1	1	1931	0.92283790782	1782	654.372615039	0.475241190497	8.40909090909	0.0024774244854	14985	0.608123166123	1381.53400507	2429.03229897	0.534634952434	242.268012551	77.8172839506	840.218709911	2.12140333909	4715.77219442	25	0	0	InLimits	37	InLimits	5					
14	10	1	1	1632	0.907475490196	1481	664.251856853	0.508478125409	9.03106009453	0.00259107316943	13375	0.596198590164	1279.57080073	2273.20471028	0.519332987761	241.687982838	73.5519252336	923.765340604	1.79113041316	4241.06769274	25	0	0	InLimits	37	InLimits	5					
13	10	1	1	2087	0.930522280786	1942	688.646755922	0.516811106285	8.95314109166	0.00245843138477	17387	0.598189211888	1355.48255943	2404.59090125	0.522545634037	248.964741929	76.9167769023	954.626679815	1.75783819923	4437.8758793	25	0	0	InLimits	37	InLimits	5					
12	10	1	1	1304	0.95782208589	1249	335.622898319	0.642414545865	2.13370696557	0.00185304854788	2665	0.75503993615	4623.84123521	8019.05666041	0.711115865833	343.627844541	157.295684803	2353.37649535	2.37855030175	6902.77769609	25	0	0	InLimits	37	InLimits	5					
11	10	1	1	1336	0.959580838323	1282	337.826053042	0.650904782462	2.16926677067	0.00177893549549	2781	0.753238541548	4678.99919191	8094.17547645	0.707389320026	343.595291288	155.732829917	2393.99120288	2.49636090661	6781.01413934	25	0	0	InLimits	37	InLimits	5					
10	10	1	1	1171	0.948761742101	1111	347.719171917	0.625891015248	2.2196219622	0.00167223654237	2466	0.749642394715	4315.32724115	7461.61516626	0.704436470171	320.023270893	156.656934307	2012.69724661	2.64411419519	6464.88634327	25	0	0	InLimits	37	InLimits	5					
9	10	1	1	2235	0.923937360179	2065	707.155932203	0.530054816245	9.10847457627	0.002618230021	18809	0.589332619936	1330.98783591	2359.67733532	0.512310371739	252.116259024	77.6371417938	1020.84822689	1.69829300053	4463.58666962	25	0	0	InLimits	37	InLimits	5					
8	10	1	1	2032	0.928641732283	1887	714.39427663	0.521131097209	9.06147323794	0.00258166283611	17099	0.597542742578	1409.3140566	2478.60395345	0.523156764757	251.486609597	78.8386455348	1022.57463873	1.75587918082	4762.436266	25	0	0	InLimits	37	InLimits	5					
7	10	1	1	2033	0.918347270044	1867	817.430637386	0.572553825511	8.91858596679	0.00223824443037	16651	0.574678833591	1235.13122239	2205.12167437	0.495478288232	254.514731846	91.6547354513	1125.99005494	1.46272558034	4143.35429756	25	0	0	InLimits	37	InLimits	5					
6	10	1	1	2411	0.927001244297	2235	733.170469799	0.558660478185	9.02102908277	0.00265484749849	20162	0.602137450963	1446.87129172	2544.73722845	0.528845966895	252.132886123	81.2734847733	1134.52489143	1.62433976066	4735.89789382	25	0	0	InLimits	37	InLimits	5					
5	10	1	1	2403	0.935913441531	2249	798.144953313	0.546576057695	10.6393952868	0.0029747833694	23928	0.60390717723	1469.12050781	2562.29078903	0.531161624966	257.774384555	75.0178869943	1150.92830239	1.65427164492	4897.3091354	25	0	0	InLimits	37	InLimits	5					
4	10	1	1	2153	0.93497445425	2013	743.153005464	0.557782072974	9.47789369101	0.00267762636384	19079	0.590501396722	1336.45004694	2359.10110593	0.513632861809	251.973799819	78.4090885267	1092.36339901	1.55611176884	4497.70508648	25	0	0	InLimits	37	InLimits	5					
3	10	1	1	2135	0.91756440281	1959	735.974987238	0.54010566552	8.89331291475	0.00266052553689	17422	0.604165111881	1425.56189642	2500.45258868	0.530240231361	246.670550969	82.7559981632	1019.40151888	1.74531038619	4775.64583885	25	0	0	InLimits	37	InLimits	5					
2	10	1	1	2522	0.930610626487	2347	679.088197699	0.49395519413	8.51469961653	0.00264249655247	19984	0.605274912755	1380.58400312	2411.77211769	0.530912940305	239.100264367	79.7548038431	893.671369636	1.91935505796	4786.2431974	25	0	0	InLimits	37	InLimits	5					
2	11	1	1	2440	0.929098360656	2267	671.058226731	0.502062326391	7.80635200706	0.0024047882418	17697	0.599841402984	1486.19782543	2550.26987625	0.523411231554	241.03357064	85.9631010906	934.724137778	1.94475565517	5270.96052966	25	0	0	InLimits	37	InLimits	5					
3	11	1	1	2074	0.906943105111	1881	705.436469963	0.541378075947	8.87772461457	0.00263075585569	16699	0.603553978316	1597.72407047	2744.45062579	0.528371380182	243.624317545	79.4614048745	1094.91812281	1.85172374059	5463.13881511	25	0	0	InLimits	37	InLimits	5					
4	11	1	1	2028	0.926035502959	1878	751.510649627	0.535907927402	9.50958466454	0.00257817340283	17859	0.592838062386	1493.4079117	2568.77641525	0.513792068314	237.27710764	79.0266532281	993.934801413	1.8736898593	5320.24823284	25	0	0	InLimits	37	InLimits	5					
5	11	1	1	518	0.969111969112	502	197.38247012	0.561609555067	1.61553784861	0.00348492728693	811	0.801472808426	3385.59103194	6259.7324291	0.767254146019	653.49616968	122.17755857	2201.93143758	3.65698525776	2388.83924316	25	0	0	InLimits	37	InLimits	5					
6	11	1	1	2432	0.924342105263	2248	733.848309609	0.549885096091	9.503113879	0.00283023838041	21363	0.600559935448	1589.71488789	2731.63558489	0.524922048473	247.390552192	77.2218789496	1096.67663161	1.77137610578	5392.18828577	25	0	0	InLimits	37	InLimits	5					
7	11	1	1	2061	0.915089762251	1886	714.321845175	0.543558180746	8.8605514316	0.00244551429206	16711	0.590141251495	1465.34884592	2546.5712405	0.511409695121	245.683080227	80.6182155466	1001.24522976	1.82746221074	5065.99987352	25	0	0	InLimits	37	InLimits	5					
8	11	1	1	2404	0.914309484193	2198	767.493175614	0.535717662065	10.2079162875	0.00264904360918	22437	0.587006355603	1417.05633002	2467.17939118	0.508545472312	246.269315741	75.18607657	1050.63723512	1.76415622336	5001.10727705	25	0	0	InLimits	37	InLimits	5					
9	11	1	1	2204	0.931488203267	2053	676.428641013	0.533293940606	9.12859230395	0.00271654380063	18741	0.60171529343	1547.0690434	2683.20420468	0.526123436964	246.319925191	74.0999946641	1062.50228479	1.84311465115	5162.29929801	25	0	0	InLimits	37	InLimits	5					
10	11	1	1	1434	0.954672245467	1369	337.018261505	0.644896272051	2.29072315559	0.00184086412057	3136	0.748678241667	4619.03478621	7962.00095663	0.701792463115	321.857697002	147.123086735	2309.03003035	2.48267647343	7097.09833922	25	0	0	InLimits	37	InLimits	5					
11	11	1	1	1408	0.961647727273	1354	340.882570162	0.646080354319	2.46528803545	0.00193095827579	3338	0.738981984497	4437.8631174	7701.22139005	0.69146529007	349.079060381	138.272917915	2312.19717858	2.31959499456	6798.62913005	25	0	0	InLimits	37	InLimits	5					
12	11	1	1	1246	0.959069020867	1195	347.046861925	0.634924116518	2.37740585774	0.00185586033981	2841	0.74065145556	4207.12732211	7298.89757128	0.693416394909	324.639148764	145.977120732	2137.817145	2.46350954308	6563.32135728	25	0	0	InLimits	37	InLimits	5					
13	11	1	1	2524	0.906893819334	2289	764.487112276	0.528890577347	9.60812581913	0.00252311968321	21993	0.580661095107	1227.95911355	2194.29163825	0.50265519588	251.32407038	79.5667257764	979.287603708	1.67172226606	4217.15755987	25	0	0	InLimits	37	InLimits	5					
14	11	1	1	1977	0.922610015175	1824	689.056469298	0.509483881513	8.64418859649	0.00254195345434	15767	0.607537696147	1422.51528034	2495.33937972	0.533294286303	242.367304977	79.7132618761	979.945986387	1.87626794514	4698.6613382	25	0	0	InLimits	37	InLimits	5					
15	11	1	1	2199	0.924965893588	2034	732.735004916	0.496391523961	9.62192723697	0.00266372191147	19571	0.593217587511	1295.84308998	2291.58867712	0.517425860307	248.561873008	76.1526237801	897.660474302	1.87407725654	4548.27472164	25	0	0	InLimits	37	InLimits	5					
15	12	1	1	2169	0.933148916551	2024	667.491106719	0.469635622822	9.84288537549	0.00285399105385	19922	0.614777488702	1538.22147171	2673.14601948	0.542390847515	243.540787248	67.8145768497	918.022704578	2.12175837597	5134.58250128	25	0	0	InLimits	37	InLimits	5					
14	12	1	1	1639	0.945088468578	1549	645.60232408	0.536415210347	7.98773402195	0.00254345539133	12373	0.607333156825	1457.53939575	2553.04235028	0.533353386907	249.238808892	80.8242140144	1038.31594924	1.76947207216	4747.83614555	25	0	0	InLimits	37	InLimits	5					
13	12	1	1	2365	0.922621564482	2182	735.657195234	0.517559611824	10.3790100825	0.00285865950271	22647	0.58152986245	1189.41159206	2116.91910628	0.50387335879	249.628978236	70.8793217645	951.761585469	1.6746882677	4269.72352431	25	0	0	InLimits	37	InLimits	5					
12	12	1	1	1375	0.967272727273	1330	363.485714286	0.616263644222	2.65037593985	0.00184563204416	3525	0.709559668651	3467.78492598	6049.23716312	0.656585193865	307.31919086	137.144964539	1704.4148637	2.31165359658	5912.68224458	25	0	0	InLimits	37	InLimits	5					
11	12	1	1	1375	0.961454545455	1322	381.30332829	0.6183309716	2.88048411498	0.00193049928659	3808	0.701538703677	3284.87251737	5727.59059874	0.646590927467	303.295547631	132.374737395	1746.12574698	2.19144917934	5732.09151845	25	0	0	InLimits	37	InLimits	5					
10	12	1	1	1070	0.95046728972	1017	368.588987217	0.662304023848	2.36086529007	0.0019407041921	2401	0.75828559535	4728.52505821	8140.84173261	0.714494272611	337.194764812	156.124531445	2575.08727977	2.19340137681	6990.93567113	25	0	0	InLimits	37	InLimits	5					
9	12	1	1	2151	0.927010692701	1994	739.069709127	0.550508385368	9.88365095286	0.00261593144491	19708	0.591160411051	1420.23502197	2474.24025776	0.514836888943	252.237853124	74.7769941141	1225.01501648	1.61566514537	4878.59647048	25	0	0	InLimits	37	InLimits	5					
8	12	1	1	2030	0.925123152709	1878	695.361554846	0.545803321484	8.99680511182	0.00252737106901	16896	0.590835749223	1381.46313029	2443.50177557	0.513060036561	249.648140731	77.2898319129	1032.16942707	1.71180128107	4496.37565168	25	0	0	InLimits	37	InLimits	5					
7	12	1	1	2239	0.91380080393	2046	819.813782991	0.570066737953	11.3264907136	0.00288328875302	23174	0.571937832553	1409.10121343	2445.95257616	0.492228838907	260.813351734	72.3802105808	1217.65320702	1.53567239786	4923.03538578	25	0	0	InLimits	37	InLimits	5					
6	12	1	1	2158	0.922613531047	1991	721.554495229	0.519924203204	9.51280763435	0.00271484190436	18940	0.601055999447	1535.49363534	2650.13373812	0.525103104391	244.523415319	75.850844773	1062.92355141	1.85507944423	5245.02963507	25	0	0	InLimits	37	InLimits	5					
5	12	1	1	2439	0.935219352194	2281	708.929416922	0.546963127069	9.14905743095	0.00274428594679	20869	0.596447478598	1582.82128109	2723.63266088	0.520622178517	250.060789071	77.4866069289	1134.36482754	1.7613430472	5410.55822578	25	0	0	InLimits	37	InLimits	5					
4	12	1	1	1873	0.911906033102	1708	678.468969555	0.506593930253	9.1018735363	0.00262263408133	15546	0.602547509704	1576.9423689	2704.56715554	0.527425886312	245.126559173	74.541682748	1006.58062655	1.93097787087	5402.643861	25	0	0	InLimits	37	InLimits	5					
3	12	1	1	2321	0.925894011202	2149	695.285248953	0.51333728152	8.95439739414	0.00276539181217	19243	0.605659853121	1614.43967428	2765.69500598	0.531495356164	245.380458376	77.6473522839	1111.73329786	1.90551262067	5552.52494404	25	0	0	InLimits	37	InLimits	5					
2	12	1	1	2253	0.925876608966	2086	659.324544583	0.49188824909	9.15915627996	0.00284161647292	19106	0.596259773375	1474.01348209	2551.4558254	0.519500842937	245.049256694	71.9852925782	933.735552801	1.93335186474	5229.49816672	25	0	0	InLimits	37	InLimits	5					
2	13	1	1	2312	0.933823529412	2159	666.897637795	0.533408069238	7.2876331635	0.00233794665215	15734	0.603939275276	1628.00671078	2801.2066226	0.528422021329	245.866163396	91.5108681836	1037.46999544	1.9016629744	5379.71713197	25	0	0	InLimits	37	InLimits	5					
3	13	1	1	2181	0.928931682714	2026	694.6011846	0.551137376497	7.63820335637	0.00235928866238	15475	0.60375742481	1687.28477769	2914.46481422	0.5295298408	252.755844402	90.9377705977	1136.02239037	1.90880097127	5364.88443449	25	0	0	InLimits	37	InLimits	5					
4	13	1	1	1783	0.932697700505	1663	704.850270595	0.55387617237	9.18039687312	0.00282122701704	15267	0.613459675844	1768.09405113	2987.67511626	0.540553664874	245.888421313	76.7777559442	1165.53639166	1.81634569759	5918.50944429	25	0	0	InLimits	37	InLimits	5					
5	13	1	1	2229	0.920143562135	2051	734.83032667	0.544806309653	10.7932715748	0.00319683449059	22137	0.6018244349	1682.61852394	2872.78407192	0.527301428892	252.062006484	68.0822604689	1167.58189205	1.7766105616	5692.18785066	25	0	0	InLimits	37	InLimits	5					
6	13	1	1	2076	0.926300578035	1923	711.852834113	0.507779310924	8.96827873115	0.00254915716836	17246	0.584267847059	1411.44110105	2449.6175345	0.504548014239	244.45153552	79.3745216282	936.7666523	1.89625271942	5017.43422037	25	0	0	InLimits	37	InLimits	5					
7	13	1	1	2246	0.920747996438	2068	745.277562863	0.526271022875	10.8442940039	0.00276663913074	22426	0.580499798174	1300.47530101	2277.67943458	0.499924907306	242.14542795	68.7253188264	958.5548293	1.78036198204	4745.03843149	25	0	0	InLimits	37	InLimits	5					
8	13	1	1	2201	0.924579736483	2035	703.825552826	0.526200664335	9.27469287469	0.00255388791558	18874	0.58884231899	1411.30792031	2474.14941189	0.509960715643	250.790364754	75.8866694924	1009.62851276	1.80629154246	4777.07197942	25	0	0	InLimits	37	InLimits	5					
9	13	1	1	2244	0.923796791444	2073	699.314520019	0.539342463461	8.6825856247	0.00258150531049	17999	0.591553558083	1351.73076531	2385.03550197	0.513886708016	247.650595519	80.5421967887	1009.90614151	1.71962674122	4486.12839116	25	0	0	InLimits	37	InLimits	5					
10	13	1	1	1449	0.966183574879	1400	364.872857143	0.637289195589	2.68357142857	0.0019909567178	3757	0.718756571118	3570.86070845	6203.01756721	0.667926634224	320.286332587	135.965397924	1970.48278509	2.07340323116	5793.6804747	25	0	0	InLimits	37	InLimits	5					
11	13	1	1	1466	0.957708049113	1404	361.184472934	0.634643478777	2.50712250712	0.00184878203907	3520	0.733694690219	4204.65426106	7228.44460227	0.683471309205	316.582104247	144.063352273	2145.85415858	2.32925737823	6827.99521427	25	0	0	InLimits	37	InLimits	5					
12	13	1	1	1592	0.956030150754	1522	377.481603154	0.636385724916	2.86925098555	0.00204524441753	4367	0.707154739748	3590.82524178	6244.25326311	0.654609006154	311.96261502	131.561025876	1944.57539163	2.09424877578	6234.57969404	25	0	0	InLimits	37	InLimits	5					
13	13	1	1	2189	0.915943353129	2005	740.722693267	0.504370815187	10.9516209476	0.00284913073055	21958	0.585623937261	1303.95512792	2323.20238637	0.508536949814	250.394199882	67.6358958011	963.399784567	1.75031366658	4448.67572823	25	0	0	InLimits	37	InLimits	5					
14	13	1	1	1945	0.913110539846	1776	703.918355856	0.477749088012	9.65202702703	0.00264499194698	17142	0.598323941964	1372.13626395	2410.4980749	0.523419059836	250.619120449	72.9295881461	873.681973732	2.02510474075	4761.43138163	25	0	0	InLimits	37	InLimits	5					
15	13	1	1	2186	0.932296431839	2038	652.898429833	0.465741423149	8.30127576055	0.00254873828952	16918	0.599861759998	1371.32874298	2417.6874335	0.524576819516	244.530725212	78.6503723844	831.270554791	2.0590310474	4703.6832035	25	0	0	InLimits	37	InLimits	5					
15	14	1	1	2124	0.929378531073	1974	637.20668693	0.470510477032	8.51621073961	0.00266553205917	16811	0.59808000369	1305.65664626	2309.7791922	0.522342141557	242.271641431	74.8227945988	828.308023779	2.01325175744	4545.96979322	25	0	0	InLimits	37	InLimits	5					
14	14	1	1	1851	0.919502971367	1702	683.48413631	0.508957971336	9.36368977673	0.00264011613404	15937	0.586360931457	1246.11911588	2219.75240008	0.508831289335	245.729104179	72.9930350756	905.686854235	1.78610204868	4286.20317892	25	0	0	InLimits	37	InLimits	5					
